,taxon_id,GCF_000002765.6_genus,GCF_000007345.1_genus,GCF_000012325.1_genus,GCF_000016525.1_genus,GCF_000063445.1_genus,GCF_000150955.2_genus,GCF_000204415.1_genus,GCF_000208865.1_genus,GCF_000967895.1_genus,GCF_001653755.1_genus,GCF_002287195.1_genus,GCF_002310855.1_genus,GCF_009362255.1_genus,GCF_030704535.1_genus,GCF_032362555.1_genus
Candidatus Atelocyanobacterium,1453359.0,,,,,,,,,,,,,,,9.09090909090909e-07
Psychrobium,1573826.0,,,,,,,,,,,,,,,9.09090909090909e-07
Tepidicaulis,1742977.0,,,,,,,,,,,,,,,9.09090909090909e-07
Glutamicibacter,1742989.0,,,,,,,,,,,,,,,9.09090909090909e-07
Chiua,1914156.0,,,,,,,,,,,,,,,9.09090909090909e-07
Arsenicibacter,1914260.0,,,,,,,,,,,,,,,9.09090909090909e-07
Neptunicoccus,2137249.0,,,,,,,,,,,,,,,9.09090909090909e-07
Candidatus Deianiraea,2603321.0,,,,,,,,,,,,,,,9.09090909090909e-07
Alkalihalobacillus,2675234.0,,,,,,,,,,,,,,,9.09090909090909e-07
Pseudorivibacter,2682247.0,,,,,,,,,,,,,,,9.09090909090909e-07
Polyangium,55.0,,,,,,,,,,,,,,,6.060606060606061e-07
Erysipelothrix,1647.0,,,,,,,,,,,,,,,6.060606060606061e-07
Verrucomicrobium,2735.0,,,,,,,,,,,,,,,6.060606060606061e-07
Polysiphonia,2804.0,,,,,,,,,,,,,,,6.060606060606061e-07
Thraustochytrium,4774.0,,,,,,,,,,,,,,,6.060606060606061e-07
Athelia,5309.0,,,,,,,,,,,,,,,6.060606060606061e-07
Cenococcum,5569.0,,,,,,,,,,,,,,,6.060606060606061e-07
Crithidia,5655.0,,,,,,,,,,,,,,,6.060606060606061e-07
Suttonella,13275.0,,,,,,,,,,,,,,,6.060606060606061e-07
Galactomyces,27316.0,,,,,,,,,,,,,,,6.060606060606061e-07
Phyllobacterium,28100.0,,,,,,,,,,,,,,,6.060606060606061e-07
Goniomonas,31324.0,,,,,,,,,,,,,,,6.060606060606061e-07
Plocamium,31451.0,,,,,,,,,,,,,,,6.060606060606061e-07
Entodinium,40635.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hirsutella,42367.0,,,,,,,,,,,,,,,6.060606060606061e-07
Westerdykella,45153.0,,,,,,,,,,,,,,,6.060606060606061e-07
Thiodictyon,53392.0,,,,,,,,,,,,,,,6.060606060606061e-07
Glycomyces,58113.0,,,,,,,,,,,,,,,6.060606060606061e-07
Phaeoacremonium,65412.0,,,,,,,,,,,,,,,6.060606060606061e-07
Crucibulum,68774.0,,,,,,,,,,,,,,,6.060606060606061e-07
Orientia,69474.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hypholoma,71944.0,,,,,,,,,,,,,,,6.060606060606061e-07
Tessaracoccus,72763.0,,,,,,,,,,,,,,,6.060606060606061e-07
Rhodanobacter,75309.0,,,,,,,,,,,,,,,6.060606060606061e-07
Thermanaerovibrio,81461.0,,,,,,,,,,,,,,,6.060606060606061e-07
Choanoeca,81530.0,,,,,,,,,,,,,,,6.060606060606061e-07
Stephanoeca,81534.0,,,,,,,,,,,,,,,6.060606060606061e-07
Buttiauxella,82976.0,,,,,,,,,,,,,,,6.060606060606061e-07
Williamsia,85043.0,,,,,,,,,,,,,,,6.060606060606061e-07
Oscillochloris,104175.0,,,,,,,,,,,,,,,6.060606060606061e-07
Defluviicoccus,111830.0,,,,,,,,,,,,,,,6.060606060606061e-07
Cytospora,117544.0,,,,,,,,,,,,,,,6.060606060606061e-07
Denitromonas,139331.0,,,,,,,,,,,,,,,6.060606060606061e-07
Jakoba,143016.0,,,,,,,,,,,,,,,6.060606060606061e-07
Kozakia,153497.0,,,,,,,,,,,,,,,6.060606060606061e-07
Eurychasma,159316.0,,,,,,,,,,,,,,,6.060606060606061e-07
Coprinellus,184430.0,,,,,,,,,,,,,,,6.060606060606061e-07
Conexibacter,191494.0,,,,,,,,,,,,,,,6.060606060606061e-07
Rhizobacter,212743.0,,,,,,,,,,,,,,,6.060606060606061e-07
Faecalibacterium,216851.0,,,,,,,,,,,,,,,6.060606060606061e-07
Codosiga,216891.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Competibacter,221279.0,,,,,,,,,,,,,,,6.060606060606061e-07
Ethanoligenens,253238.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aquiflexum,280472.0,,,,,,,,,,,,,,,6.060606060606061e-07
Sarocladium,284134.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudoruegeria,311411.0,,,,,,,,,,,,,,,6.060606060606061e-07
Krasilnikovia,349312.0,,,,,,,,,,,,,,,6.060606060606061e-07
Verminephrobacter,364316.0,,,,,,,,,,,,,,,6.060606060606061e-07
Belnapia,365532.0,,,,,,,,,,,,,,,6.060606060606061e-07
Spathaspora,412764.0,,,,,,,,,,,,,,,6.060606060606061e-07
Robiginitomaculum,437506.0,,,,,,,,,,,,,,,6.060606060606061e-07
Chromera,505692.0,,,,,,,,,,,,,,,6.060606060606061e-07
Roseibacillus,518755.0,,,,,,,,,,,,,,,6.060606060606061e-07
Lepidopterella,561967.0,,,,,,,,,,,,,,,6.060606060606061e-07
Tepidamorphus,747074.0,,,,,,,,,,,,,,,6.060606060606061e-07
Tothia,1048954.0,,,,,,,,,,,,,,,6.060606060606061e-07
Lamprobacter,1064513.0,,,,,,,,,,,,,,,6.060606060606061e-07
Salishia,1111040.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hamiltosporidium,1176354.0,,,,,,,,,,,,,,,6.060606060606061e-07
Humitalea,1223303.0,,,,,,,,,,,,,,,6.060606060606061e-07
Algiphilus,1266053.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aaosphaeria,1450170.0,,,,,,,,,,,,,,,6.060606060606061e-07
Draconibacterium,1471399.0,,,,,,,,,,,,,,,6.060606060606061e-07
Phaeodactylibacter,1564515.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aestuariispira,1647175.0,,,,,,,,,,,,,,,6.060606060606061e-07
Helicocarpus,1745324.0,,,,,,,,,,,,,,,6.060606060606061e-07
Risungbinella,1763555.0,,,,,,,,,,,,,,,6.060606060606061e-07
Mongoliibacter,1769735.0,,,,,,,,,,,,,,,6.060606060606061e-07
Tenggerimyces,1784839.0,,,,,,,,,,,,,,,6.060606060606061e-07
Stenomitos,1844270.0,,,,,,,,,,,,,,,6.060606060606061e-07
Vanrija,1851468.0,,,,,,,,,,,,,,,6.060606060606061e-07
Testicularia,1882482.0,,,,,,,,,,,,,,,6.060606060606061e-07
Salipaludibacillus,1884449.0,,,,,,,,,,,,,,,6.060606060606061e-07
Acuticoccus,1904377.0,,,,,,,,,,,,,,,6.060606060606061e-07
Hemiarma,1914292.0,,,,,,,,,,,,,,,6.060606060606061e-07
Thermothelomyces,1920207.0,,,,,,,,,,,,,,,6.060606060606061e-07
Neglectibacter,1924105.0,,,,,,,,,,,,,,,6.060606060606061e-07
Monaibacterium,2029873.0,,,,,,,,,,,,,,,6.060606060606061e-07
Galactobacillus,2060871.0,,,,,,,,,,,,,,,6.060606060606061e-07
Conservatibacter,2070447.0,,,,,,,,,,,,,,,6.060606060606061e-07
Candidatus Sulfopaludibacter,2136118.0,,,,,,,,,,,,,,,6.060606060606061e-07
Cladocopium,2486696.0,,,,,,,,,,,,,,,6.060606060606061e-07
Parashewanella,2547964.0,,,,,,,,,,,,,,,6.060606060606061e-07
Ferruginivarius,2661936.0,,,,,,,,,,,,,,,6.060606060606061e-07
Arthrospiribacter,2709266.0,,,,,,,,,,,,,,,6.060606060606061e-07
Bombilactobacillus,2767878.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aquipluma,2792393.0,,,,,,,,,,,,,,,6.060606060606061e-07
Pseudobythopirellula,2795784.0,,,,,,,,,,,,,,,6.060606060606061e-07
Dongshaea,2802288.0,,,,,,,,,,,,,,,6.060606060606061e-07
Lunatibacter,2802300.0,,,,,,,,,,,,,,,6.060606060606061e-07
Scrofimicrobium,2815785.0,,,,,,,,,,,,,,,6.060606060606061e-07
Aggregatimonas,2913017.0,,,,,,,,,,,,,,,6.060606060606061e-07
Chondromyces,50.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Hyphomonas,85.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Gemmata,113.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Hafnia,568.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Microscilla,1023.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Rhodomicrobium,1068.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Actinomyces,1654.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Geodermatophilus,1860.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Halococcus,2249.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Thermosipho,2420.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Vagococcus,2737.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Batrachospermum,2809.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Crypthecodinium,2865.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Synura,2991.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Hydrodictyon,3106.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Saccharomyces,4930.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cryphonectria,5115.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Podospora,5144.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ophiostoma,5159.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Phlebia,5307.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Beauveria,5581.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Grifola,5626.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Lenzites,5631.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Gloeothece,28070.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Chelatococcus,28209.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Arcanobacterium,28263.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Paecilomyces,33202.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Exiguobacterium,33986.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cortinarius,34451.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Rutstroemia,38452.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Paracoccidioides,38946.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Tricholoma,40144.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Brevundimonas,41275.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Polymyxa,41455.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sphaerosporella,43431.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sporormia,45136.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cucurbitaria,45141.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Aquabacter,45402.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Amylocarpus,45427.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Candidatus Arthromitus,49082.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Physcia,50935.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Didymella,55170.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Thielaviopsis,60496.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Oidium,62703.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cryptosporangium,65502.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Virgisporangium,65504.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ammoniphilus,66862.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ramaria,68779.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Scleroderma,68787.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Penicilliopsis,70110.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Hydrogenophilus,70774.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Asticcacaulis,76890.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cyanoptyche,77921.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Tieghemiomyces,78920.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Gyrodon,80645.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Piloderma,80662.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Tylopilus,80671.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Phlebiopsis,82309.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Symphyocladia,88359.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Aquabacterium,92793.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Periconia,97971.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Massariosphaeria,100034.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Crepidotus,104351.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Anabaenopsis,110103.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Clonostachys,110564.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Letharia,112415.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Subtercola,120212.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Dyadobacter,120831.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Quatrionicoccus,138117.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Aspidisca,138848.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Dendrothele,139111.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Neonectria,140106.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Microsporidium,144516.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Moneuplotes,152459.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Monosporascus,155415.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Reichenbachiella,156993.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Fuligo,159719.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sphingobium,165695.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Phakopsora,169998.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pterothamnion,173461.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Flammula,180962.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Decorospora,184977.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Microvirga,186650.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Jannaschia,188905.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Parvularcula,208215.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Proterospongia,218847.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Auriculariopsis,234816.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Akkermansia,239934.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Geosmithia,241409.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Dothistroma,242508.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Eremomyces,258075.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Geopsychrobacter,271087.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Mesodinium,283646.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Terrimonas,296051.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Dokdonella,323413.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Truepera,332248.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sphingosinicella,335405.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Paludibacter,346096.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Zobellella,347533.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Simplicispira,352450.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Methylotenera,359407.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Dysnectes,391065.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Donghicola,393277.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Zasmidium,395590.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Actinomycetospora,402649.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Alloscardovia,419014.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Myzocytiopsis,442664.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Trichocoleus,450526.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cristinia,467943.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pseudovirgaria,470095.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Acidisoma,512381.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sharpea,519427.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Blastosporella,530098.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Fibroporia,599838.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Lacibacter,649461.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Kosmotoga,651456.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Oceanibaculum,659693.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Amniculicola,690893.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Mobilicoccus,984996.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Fontibacillus,995014.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Acidipila,1000999.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Strigomonas,1003010.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Didymoeca,1042545.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Mycolicibacter,1073531.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ilyonectria,1079112.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Candidatus Methylomirabilis,1170227.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Zygotorulaspora,1196389.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ripella,1217112.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Clohesyomyces,1231656.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sunxiuqinia,1254401.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Nafulsella,1265689.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Chromochloris,1399958.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Colponema,1421213.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Jeotgalibaca,1470540.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Thermopetrobacter,1495041.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Mesogloia,1535347.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Suhomyces,1539666.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Oligoflexus,1553903.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Candidatus Chloroploca,1579476.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Amylibacter,1617805.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Franconibacter,1649295.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Thermocatellispora,1649505.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Sphagnurus,1663051.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Wenzhouxiangella,1676142.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pseudobacteriovorax,1769746.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Jiella,1775688.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Dinghuibacter,1795363.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pontivivens,1844015.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Naematelia,1910899.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Aliidongia,1914229.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pseudohoeflea,1915405.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Massilibacterium,1923871.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Prevotellamassilia,1926672.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Telluribacter,1949218.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Emergomyces,1955773.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Jacksonvillea,1970620.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Robbsia,2038280.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Thiomicrorhabdus,2039723.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Allobranchiibius,2040262.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Synstelium,2065790.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Marinicaulis,2174441.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Candidatus Methylumidiphilus,2202177.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Cognatishimia,2211635.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pseudoclostridium,2304693.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Thermothielavioides,2609811.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Fauchea,2668037.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pseudomethylobacillus,2676063.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Fluviispira,2698753.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Novosphingopyxis,2709686.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Tepiditoga,2778400.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Symmachiella,2795780.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Priestia,2800373.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Ectobacillus,2837502.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Pelorhabdus,2847256.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Gefionella,2853408.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Terrihabitans,2874214.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Halosaccharopolyspora,2893577.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Candidatus Uabimicrobium,2897349.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Desulfogranum,2904609.0,,,,,,,,,,,,,,,3.0303030303030305e-07
Salinomyces,2905158.0,,,,,,,,,,,,,,,3.0303030303030305e-07
