,taxon_id,GCF_000002765.6_species,GCF_000007345.1_species,GCF_000012325.1_species,GCF_000016525.1_species,GCF_000063445.1_species,GCF_000150955.2_species,GCF_000204415.1_species,GCF_000208865.1_species,GCF_000967895.1_species,GCF_001653755.1_species,GCF_002287195.1_species,GCF_002310855.1_species,GCF_009362255.1_species,GCF_030704535.1_species,GCF_032362555.1_species
Halomonas azerbaijanica,2599398.0,,,,,,,,,,,,,,2.5238095238095237e-05,
Salipiger sp. PrR004,2706547.0,,,,,,,,,,,,,,2.5238095238095237e-05,
Pseudomonas oleovorans,301.0,,,,,,,,,,,,,,2.4761904761904762e-05,
Salmonella sp. gx-f5,2582605.0,,,,,,,,,,,,,,2.4761904761904762e-05,
Nocardia farcinica,37329.0,,,,,,,,,,,,,,2.4285714285714285e-05,
Nocardia cyriacigeorgica,135487.0,,,,,,,,,,,,,,2.380952380952381e-05,
Lysobacter sp. N42,2545719.0,,,,,,,,,,,,,,2.380952380952381e-05,
Streptomyces nojiriensis,66374.0,,,,,,,,,,,,,,2.3333333333333332e-05,
Corynebacterium sp. MC-16,2911978.0,,,,,,,,,,,,,,2.3333333333333332e-05,
Rhodobacteraceae bacterium CH30,2490538.0,,,,,,,,,,,,,,2.2857142857142858e-05,
Corynebacterium sp. MC-13,2911980.0,,,,,,,,,,,,,,2.2857142857142858e-05,
Salmonella sp. gx-f8,2582607.0,,,,,,,,,,,,,,2.238095238095238e-05,
Streptomyces pilosus,28893.0,,,,,,,,,,,,,,2.1904761904761906e-05,
Pseudomonas reactans,117680.0,,,,,,,,,,,,,,2.1904761904761906e-05,
Streptomyces fildesensis,375757.0,,,,,,,,,,,,,,2.1904761904761906e-05,
Sinorhizobium meliloti,382.0,,,,,,,,,,,,,,2.1428571428571428e-05,
Ulva linza,63409.0,,,,,,,,,,,,,,2.0952380952380954e-05,
Kribbella monticola,2185285.0,,,,,,,,,,,,,,2.0952380952380954e-05,
Neocallimastix cameroonii,1764037.0,,,,,,,,,,,,,,2.0476190476190476e-05,
Acinetobacter pittii,48296.0,,,,,,,,,,,,,,2e-05,8.484848484848485e-06
Burkholderia pseudomallei,28450.0,,,,,,,,,,,,,,1.9523809523809524e-05,
Haematococcus lacustris,44745.0,,,,,,,,,,,,,,1.9523809523809524e-05,4.242424242424242e-06
Leptolyngbya boryana,1184.0,,,,,,,,,,,,,,1.9047619047619046e-05,
Streptomyces capoamus,68183.0,,,,,,,,,,,,,,1.8571428571428572e-05,
Frankia symbiont of Coriaria myrtifolia,1306540.0,,,,,,,,,,,,,,1.8571428571428572e-05,
Bacillus sp. GbtcB11,2824756.0,,,,,,,,,,,,,,1.8571428571428572e-05,
Candidatus Paraburkholderia calva,242161.0,,,,,,,,,,,,,,1.8095238095238094e-05,
Astrephomene gubernaculifera,47775.0,,,,,,,,,,,,,,1.761904761904762e-05,3.939393939393939e-06
Staphylococcus warneri,1292.0,,,,,,,,,,,,,,1.7142857142857142e-05,
Listeria monocytogenes,1639.0,,,,,,,,,,,,,,1.7142857142857142e-05,2.8787878787878788e-05
Macrophomina phaseolina,35725.0,,,,,,,,,,,,,,1.6666666666666667e-05,
Bondarzewia mesenterica,1095465.0,,,,,,,,,,,,,,1.6666666666666667e-05,1.2121212121212122e-06
Staphylococcus hominis,1290.0,,,,,,,,,,,,,,1.619047619047619e-05,
Latilactobacillus sakei,1599.0,,,,,,,,,,,,,,1.619047619047619e-05,
Westiellopsis prolifica,221298.0,,,,,,,,,,,,,,1.619047619047619e-05,
Dickeya dianthicola,204039.0,,,,,,,,,,,,,,1.5714285714285715e-05,
Geobacillus sp. BCO2,1547578.0,,,,,,,,,,,,,,1.5714285714285715e-05,
Aliidiomarina sp. B3213,2249757.0,,,,,,,,,,,,,,1.5714285714285715e-05,
Thalassococcus profundi,2282382.0,,,,,,,,,,,,,,1.5714285714285715e-05,
Vibrio sinensis,2302434.0,,,,,,,,,,,,,,1.5714285714285715e-05,
Picocystis salinarum,88271.0,,,,,,,,,,,,,,1.5238095238095238e-05,
Sinorhizobium fredii,380.0,,,,,,,,,,,,,,1.4761904761904761e-05,
Salmonella sp. zj-h16,2582628.0,,,,,,,,,,,,,,1.4761904761904761e-05,
Edaphochlamys debaryana,47281.0,,,,,,,,,,,,,,1.4285714285714285e-05,9.09090909090909e-07
Streptomyces malachitofuscus,67322.0,,,,,,,,,,,,,,1.4285714285714285e-05,
Pelagicola marinus,2578117.0,,,,,,,,,,,,,,1.4285714285714285e-05,
Gluconobacter aidae,2662454.0,,,,,,,,,,,,,,1.4285714285714285e-05,
Acinetobacter nosocomialis,106654.0,,,,,,,,,,,,,,1.380952380952381e-05,
[Enteromorpha] ovata,880351.0,,,,,,,,,,,,,,1.380952380952381e-05,
Arthrobacter sp. B0490,2058891.0,,,,,,,,,,,,,,1.380952380952381e-05,
Fusarium acuminatum,5515.0,,,,,,,,,,,,,,1.2857142857142857e-05,
Candidatus Burkholderia pumila,1090375.0,,,,,,,,,,,,,,1.2857142857142857e-05,
Thermogemmatispora aurantia,2045279.0,,,,,,,,,,,,,,1.2857142857142857e-05,
Salmonella sp. gx-h1,2582609.0,,,,,,,,,,,,,,1.2857142857142857e-05,
Synchytrium endobioticum,286115.0,,,,,,,,,,,,,,1.2380952380952381e-05,1.1515151515151515e-05
Volvox carteri,3067.0,,,,,,,,,,,,,,1.1904761904761905e-05,9.09090909090909e-07
Chondrus crispus,2769.0,,,,,,,,,,,,,,1.1428571428571429e-05,9.090909090909091e-06
Rhizophagus clarus,94130.0,,,,,,,,,,,,,,1.1428571428571429e-05,6.060606060606061e-06
Thecamonas trahens,529818.0,,,,,,,,,,,,,,1.1428571428571429e-05,1.8181818181818182e-05
Candidatus Paraburkholderia schumannianae,1069530.0,,,,,,,,,,,,,,1.1428571428571429e-05,
Ligilactobacillus murinus,1622.0,,,,,,,,,,,,,,1.0952380952380953e-05,
Volvox reticuliferus,1737510.0,,,,,,,,,,,,,,1.0952380952380953e-05,2.121212121212121e-06
Acidobacteria bacterium,1978231.0,,,,,,,,,,,,,,1.0952380952380953e-05,7.575757575757576e-06
Puteibacter caeruleilacunae,2528631.0,,,,,,,,,,,,,,1.0952380952380953e-05,3.0303030303030305e-07
Rodentibacter pneumotropicus,758.0,,,,,,,,,,,,,,1.0476190476190477e-05,
Erysiphe pulchra,225359.0,,,,,,,,,,,,,,1.0476190476190477e-05,3.515151515151515e-05
Paracraurococcus sp. NE82,2527868.0,,,,,,,,,,,,,,1.0476190476190477e-05,
Naegleria gruberi,5762.0,,,,,,,,,,,,,,1e-05,5.151515151515151e-06
Tissierella creatinini,43143.0,,,,,,,,,,,,,,1e-05,6.96969696969697e-06
Microspora stagnorum,163317.0,,,,,,,,,,,,,,1e-05,
Pseudoalteromonas prydzensis,182141.0,,,,,,,,,,,,,,1e-05,
Acinetobacter baylyi,202950.0,,,,,,,,,,,,,,1e-05,
Gracilariopsis chorda,448386.0,,,,,,,,,,,,,,1e-05,3.0303030303030305e-06
cyanobacterium G8-9,2137193.0,,,,,,,,,,,,,,1e-05,
Shewanella sp. C32,2913551.0,,,,,,,,,,,,,,1e-05,5.151515151515151e-06
Collinsella sp. An271,1965616.0,,,,,,,,,,,,,,9.523809523809523e-06,
Arthrobacter sp. B1805,2058892.0,,,,,,,,,,,,,,9.523809523809523e-06,
Vibrio viridaestus,2487322.0,,,,,,,,,,,,,,9.523809523809523e-06,7.878787878787878e-06
Pseudomonas amygdali,47877.0,,,,,,,,,,,,,,9.047619047619047e-06,
Bodo saltans,75058.0,,,,,,,,,,,,,,9.047619047619047e-06,4.5454545454545455e-06
Powellomyces hirtus,109895.0,,,,,,,,,,,,,,9.047619047619047e-06,1.2121212121212122e-05
Bacteroides xylanisolvens,371601.0,,,,,,,,,,,,,,9.047619047619047e-06,
Symbiodinium natans,878477.0,,,,,,,,,,,,,,9.047619047619047e-06,1.2121212121212122e-06
Olpidium bornovanus,278681.0,,,,,,,,,,,,,,8.571428571428571e-06,4.848484848484849e-06
Aeromonas jandaei,650.0,,,,,,,,,,,,,,8.095238095238095e-06,
Porphyromonas gingivalis,837.0,,,,,,,,,,,,,,8.095238095238095e-06,
Escherichia sp. R8,2161825.0,,,,,,,,,,,,,,8.095238095238095e-06,
Polytomella parva,51329.0,,,,,,,,,,,,,,7.619047619047619e-06,
Galerina marginata,109633.0,,,,,,,,,,,,,,7.619047619047619e-06,9.09090909090909e-07
Cavenderia fasciculata,261658.0,,,,,,,,,,,,,,7.619047619047619e-06,7.878787878787878e-06
Heterostelium album,2086695.0,,,,,,,,,,,,,,7.619047619047619e-06,6.666666666666667e-06
Prochlorothrix hollandica,1223.0,,,,,,,,,,,,,,7.142857142857143e-06,
Ulva intestinalis,3116.0,,,,,,,,,,,,,,7.142857142857143e-06,
Lentinula edodes,5353.0,,,,,,,,,,,,,,7.142857142857143e-06,3.0303030303030305e-07
Dictyostelium purpureum,5786.0,,,,,,,,,,,,,,7.142857142857143e-06,3.636363636363636e-06
Stenotrophomonas maltophilia,40324.0,,,,,,,,,,,,,,7.142857142857143e-06,
Microbacterium sp. CQ0110Y,394501.0,,,,,,,,,,,,,,7.142857142857143e-06,
Pseudoalteromonas sp. NZS71,2792052.0,,,,,,,,,,,,,,7.142857142857143e-06,
Halomonas eurihalina,42566.0,,,,,,,,,,,,,,6.666666666666667e-06,
Dictyostelium discoideum,44689.0,,,,,,,,,,,,,,6.666666666666667e-06,6.666666666666667e-06
Reticulomyxa filosa,46433.0,,,,,,,,,,,,,,6.666666666666667e-06,6.363636363636363e-06
Raoultella ornithinolytica,54291.0,,,,,,,,,,,,,,6.666666666666667e-06,3.0303030303030305e-07
Tieghemostelium lacteum,361077.0,,,,,,,,,,,,,,6.666666666666667e-06,1e-05
Claroideoglomus candidum,984092.0,,,,,,,,,,,,,,6.666666666666667e-06,3.636363636363636e-06
Muribaculum sp. An287,1965623.0,,,,,,,,,,,,,,6.666666666666667e-06,
Chlamydomonas schloesseri,2026947.0,,,,,,,,,,,,,,6.666666666666667e-06,6.060606060606061e-07
Lysinibacillus sp. GbtcB16,2824761.0,,,,,,,,,,,,,,6.666666666666667e-06,
Ligilactobacillus salivarius,1624.0,,,,,,,,,,,,,,6.190476190476191e-06,
Fredinandcohnia aciditolerans,72581.0,,,,,,,,,,,,,,6.190476190476191e-06,
Barnesiella sp. GGCC_0306,2731211.0,,,,,,,,,,,,,,6.190476190476191e-06,
Actinobacteria bacterium,2900548.0,,,,,,,,,,,,,,6.190476190476191e-06,
Marinobacter salinexigens,2919747.0,,,,,,,,,,,,,,6.190476190476191e-06,
Bifidobacterium breve,1685.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Thamnocephalis sphaerospora,78915.0,,,,,,,,,,,,,,5.7142857142857145e-06,1e-05
Erwinia billingiae,182337.0,,,,,,,,,,,,,,5.7142857142857145e-06,
uncultured Marinimicrobia bacterium HF0010_18O13,710789.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Flavobacterium palustre,1476463.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Bacillus sp. SRB_28,1969378.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Arthrobacter sp. Y81,2058897.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Homoserinimonas sp. OAct 916,2211450.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Pyrrhoderma noxium,2282107.0,,,,,,,,,,,,,,5.7142857142857145e-06,3.0303030303030305e-07
Mesorhizobium sp. M7A.F.Ca.US.008.03.1.1,2496742.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Paraclostridium dentum,2662455.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Yarrowia sp. E02,2768841.0,,,,,,,,,,,,,,5.7142857142857145e-06,
Enterobacter cloacae,550.0,,,,,,,,,,,,,,5.2380952380952384e-06,
Chlamydomonas reinhardtii,3055.0,,,,,,,,,,,,,,5.2380952380952384e-06,2.121212121212121e-06
Allomyces macrogynus,28583.0,,,,,,,,,,,,,,5.2380952380952384e-06,1.606060606060606e-05
Apusomonas proboscidea,41120.0,,,,,,,,,,,,,,5.2380952380952384e-06,
Cyanidioschyzon merolae,45157.0,,,,,,,,,,,,,,5.2380952380952384e-06,1.5151515151515152e-06
Chlamydomonas incerta,51695.0,,,,,,,,,,,,,,5.2380952380952384e-06,
Thraustotheca clavata,74557.0,,,,,,,,,,,,,,5.2380952380952384e-06,1.818181818181818e-06
Agaricus subrufescens,87252.0,,,,,,,,,,,,,,5.2380952380952384e-06,
Perkinsus chesapeaki,330153.0,,,,,,,,,,,,,,5.2380952380952384e-06,3.0303030303030305e-06
Chryseobacterium sp. BLS98,885586.0,,,,,,,,,,,,,,5.2380952380952384e-06,
Clostridiales bacterium,1898207.0,,,,,,,,,,,,,,5.2380952380952384e-06,3.0303030303030305e-07
Vibrio ouci,2499078.0,,,,,,,,,,,,,,5.2380952380952384e-06,
Salmonella sp. gx-f4,2582604.0,,,,,,,,,,,,,,5.2380952380952384e-06,
Xanthomonas oryzae,347.0,,,,,,,,,,,,,,4.7619047619047615e-06,
Bacillus thuringiensis,1428.0,,,,,,,,,,,,,,4.7619047619047615e-06,6.96969696969697e-06
Coprococcus eutactus,33043.0,,,,,,,,,,,,,,4.7619047619047615e-06,
Monomastix sp. OKE-1,141716.0,,,,,,,,,,,,,,4.7619047619047615e-06,
Tetrapyrgos nigripes,182062.0,,,,,,,,,,,,,,4.7619047619047615e-06,3.0303030303030305e-07
Xanthomonas euvesicatoria,456327.0,,,,,,,,,,,,,,4.7619047619047615e-06,
Streptomyces sp. JV178,858632.0,,,,,,,,,,,,,,4.7619047619047615e-06,
Jimgerdemannia flammicorona,994334.0,,,,,,,,,,,,,,4.7619047619047615e-06,6.363636363636363e-06
Streptomyces sp. S5,1456735.0,,,,,,,,,,,,,,4.7619047619047615e-06,
Arthrobacter sp. GMC3,2058894.0,,,,,,,,,,,,,,4.7619047619047615e-06,
Halomicroarcula amylolytica,2562280.0,,,,,,,,,,,,,,4.7619047619047615e-06,
Cyanidiococcus yangmingshanensis,2690220.0,,,,,,,,,,,,,,4.7619047619047615e-06,9.09090909090909e-07
Clostridioides difficile,1496.0,,,,,,,,,,,,,,4.2857142857142855e-06,7.878787878787878e-06
Claviceps purpurea,5111.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Saitoella complicata,5606.0,,,,,,,,,,,,,,4.2857142857142855e-06,4.242424242424242e-06
Ganoderma sinense,36075.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Spiroplasma kunkelii,47834.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Pseudomonas asplenii,53407.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Fusarium venenatum,56646.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Alteromonas stellipolaris,233316.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Chytriomyces confervae,246404.0,,,,,,,,,,,,,,4.2857142857142855e-06,1.1818181818181819e-05
Acytostelium subglobosum,361139.0,,,,,,,,,,,,,,4.2857142857142855e-06,8.484848484848485e-06
Bacillus velezensis,492670.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Muricauda olearia,552546.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Nesterenkonia sphaerica,1804988.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Candidatus Marinimicrobia bacterium,2026760.0,,,,,,,,,,,,,,4.2857142857142855e-06,3.0303030303030305e-07
Planctomycetes bacterium,2026780.0,,,,,,,,,,,,,,4.2857142857142855e-06,5.4545454545454545e-06
Arthrobacter sp. N199823,2058895.0,,,,,,,,,,,,,,4.2857142857142855e-06,
Cafeteria roenbergensis,33653.0,,,,,,,,,,,,,,3.8095238095238094e-06,5.151515151515151e-06
Monosiga brevicollis,81824.0,,,,,,,,,,,,,,3.8095238095238094e-06,0.00011272727272727272
Dimargaris cristalligena,215637.0,,,,,,,,,,,,,,3.8095238095238094e-06,7.272727272727272e-06
Deinococcus ficus,317577.0,,,,,,,,,,,,,,3.8095238095238094e-06,6.060606060606061e-07
Blyttiomyces helicus,388810.0,,,,,,,,,,,,,,3.8095238095238094e-06,1.2121212121212122e-05
Caulerpa brownii,511814.0,,,,,,,,,,,,,,3.8095238095238094e-06,
Cetraspora pellucida,1433469.0,,,,,,,,,,,,,,3.8095238095238094e-06,3.939393939393939e-06
Paraclostridium benzoelyticum,1629550.0,,,,,,,,,,,,,,3.8095238095238094e-06,
Mongoliimonas terrestris,1709001.0,,,,,,,,,,,,,,3.8095238095238094e-06,
Nostoc minutum,1841509.0,,,,,,,,,,,,,,3.8095238095238094e-06,9.09090909090909e-07
Paenibacillus azotifigens,2047734.0,,,,,,,,,,,,,,3.8095238095238094e-06,
Serendipita sp. 399,2600212.0,,,,,,,,,,,,,,3.8095238095238094e-06,
Pseudomonas typographi,2715964.0,,,,,,,,,,,,,,3.8095238095238094e-06,
Mangrovimonas sp. AS18,2895523.0,,,,,,,,,,,,,,3.8095238095238094e-06,
Neisseria meningitidis,487.0,,,,,,,,,,,,,,3.3333333333333333e-06,4.848484848484849e-06
Levilactobacillus brevis,1580.0,,,,,,,,,,,,,,3.3333333333333333e-06,
[Candida] glabrata,5478.0,,,,,,,,,,,,,,3.3333333333333333e-06,2.121212121212121e-06
Perkinsus olseni,32597.0,,,,,,,,,,,,,,3.3333333333333333e-06,9.09090909090909e-07
Entomophthora muscae,34485.0,,,,,,,,,,,,,,3.3333333333333333e-06,7.575757575757576e-06
Linderina pennispora,61395.0,,,,,,,,,,,,,,3.3333333333333333e-06,2.121212121212121e-06
Moniliophthora perniciosa,153609.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Phanerochaete pseudomagnoliae,231939.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Tetrasphaera jenkinsii,330834.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Ulva laetevirens,585852.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Lichtheimia ramosa,688394.0,,,,,,,,,,,,,,3.3333333333333333e-06,3.0303030303030305e-06
Leptographium qinlingense (nom. inval.),717526.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Clostridium bornimense,1216932.0,,,,,,,,,,,,,,3.3333333333333333e-06,6.060606060606061e-07
Actinomortierella ambigua,1343610.0,,,,,,,,,,,,,,3.3333333333333333e-06,3.3333333333333333e-06
Caulochytrium protostelioides,1555241.0,,,,,,,,,,,,,,3.3333333333333333e-06,7.272727272727272e-06
Ceratobasidium theobromae,1582974.0,,,,,,,,,,,,,,3.3333333333333333e-06,9.09090909090909e-07
Chryseobacterium sp.,1871047.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Nitrospirae bacterium,2026887.0,,,,,,,,,,,,,,3.3333333333333333e-06,1.2121212121212122e-06
Marinifilum sp. JC070,2499076.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Halostella litorea,2528831.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Acinetobacter sp. YH12096,2601085.0,,,,,,,,,,,,,,3.3333333333333333e-06,
Bacteroides uniformis,820.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Weissella confusa,1583.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Absidia glauca,4829.0,,,,,,,,,,,,,,2.8571428571428573e-06,1.818181818181818e-06
Phycomyces blakesleeanus,4837.0,,,,,,,,,,,,,,2.8571428571428573e-06,6.060606060606061e-06
Malassezia restricta,76775.0,,,,,,,,,,,,,,2.8571428571428573e-06,1.5151515151515152e-06
Hesseltinella vesiculosa,101127.0,,,,,,,,,,,,,,2.8571428571428573e-06,6.060606060606061e-06
Smittium culicis,133412.0,,,,,,,,,,,,,,2.8571428571428573e-06,4.242424242424242e-06
Histomonas meleagridis,135588.0,,,,,,,,,,,,,,2.8571428571428573e-06,1.2121212121212122e-06
Ambispora gerdemannii,144530.0,,,,,,,,,,,,,,2.8571428571428573e-06,4.242424242424242e-06
Nephroselmis astigmatica,259378.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Cyphellophora europaea,293227.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Cecembia lonarensis,645110.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Kipferlia bialata,797122.0,,,,,,,,,,,,,,2.8571428571428573e-06,9.09090909090909e-07
Dissophora ornata,979620.0,,,,,,,,,,,,,,2.8571428571428573e-06,1.5151515151515152e-06
Tritrichomonas foetus,1144522.0,,,,,,,,,,,,,,2.8571428571428573e-06,4.242424242424242e-06
Pedobacter sp.,1411316.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Pseudomonas helleri,1608996.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Bacillus sp. LL01,1665556.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Wallemia mellicola,1708541.0,,,,,,,,,,,,,,2.8571428571428573e-06,9.09090909090909e-07
Mycobacterium sp. 852014-50255_SCH5639931,1834112.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Cytophagaceae bacterium,2026729.0,,,,,,,,,,,,,,2.8571428571428573e-06,9.09090909090909e-07
Arthrobacter sp. SX1312,2058896.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Companilactobacillus huachuanensis,2559914.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Salmonella sp. hn-f5,2582610.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Pneumocystis canis,2698477.0,,,,,,,,,,,,,,2.8571428571428573e-06,6.060606060606061e-07
Pseudoalteromonas sp. NZS100,2792046.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Vibrio sp. D54,2912256.0,,,,,,,,,,,,,,2.8571428571428573e-06,
Buchnera aphidicola,9.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Ralstonia pickettii,329.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Legionella jamestowniensis,455.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Aeromonas hydrophila,644.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Aerococcus urinae,1376.0,,,,,,,,,,,,,,2.3809523809523808e-06,6.060606060606061e-07
Pachysolen tannophilus,4918.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Babesia bovis,5865.0,,,,,,,,,,,,,,2.3809523809523808e-06,6.060606060606061e-07
Tilletia controversa,13291.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Conidiobolus coronatus,34488.0,,,,,,,,,,,,,,2.3809523809523808e-06,9.393939393939394e-06
Nitrospina gracilis,35801.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Neolecta irregularis,48691.0,,,,,,,,,,,,,,2.3809523809523808e-06,4.848484848484849e-06
Albugo candida,65357.0,,,,,,,,,,,,,,2.3809523809523808e-06,9.09090909090909e-07
Umbelopsis isabellina,91625.0,,,,,,,,,,,,,,2.3809523809523808e-06,8.484848484848485e-06
Ulva fasciata,111617.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Aphanomyces stellatus,120398.0,,,,,,,,,,,,,,2.3809523809523808e-06,1.5151515151515152e-06
Polysphondylium violaceum,133409.0,,,,,,,,,,,,,,2.3809523809523808e-06,4.848484848484849e-06
Sparassis crispa,139825.0,,,,,,,,,,,,,,2.3809523809523808e-06,3.0303030303030305e-07
Teratosphaeria nubilosa,161662.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Fusarium solani,169388.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Phytophthora kernoviae,325452.0,,,,,,,,,,,,,,2.3809523809523808e-06,9.09090909090909e-07
Friedmanniomyces endolithicus,329885.0,,,,,,,,,,,,,,2.3809523809523808e-06,9.09090909090909e-07
Ascodesmis nigricans,341454.0,,,,,,,,,,,,,,2.3809523809523808e-06,1.818181818181818e-06
Sugiyamaella lignohabitans,796027.0,,,,,,,,,,,,,,2.3809523809523808e-06,1.9393939393939395e-05
Blastocystis sp. subtype 4,944170.0,,,,,,,,,,,,,,2.3809523809523808e-06,4.5454545454545455e-06
Nitrolancea hollandica,1206749.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Endozoicomonas ascidiicola,1698521.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Stygiella incarcerata,1712417.0,,,,,,,,,,,,,,2.3809523809523808e-06,4.848484848484849e-06
Syncephalis pseudoplumigaleata,1712513.0,,,,,,,,,,,,,,2.3809523809523808e-06,6.363636363636363e-06
Anaeromyces robustus,1754192.0,,,,,,,,,,,,,,2.3809523809523808e-06,3.636363636363636e-06
Synchytrium microbalum,1806994.0,,,,,,,,,,,,,,2.3809523809523808e-06,9.696969696969698e-06
Oxalobacteraceae bacterium,1871070.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Bacteroidia bacterium,2044936.0,,,,,,,,,,,,,,2.3809523809523808e-06,6.060606060606061e-07
Monocercomonoides exilis,2049356.0,,,,,,,,,,,,,,2.3809523809523808e-06,2.7272727272727272e-06
Cyanobacteria bacterium M5B4,2054928.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Acidimicrobiales bacterium,2201156.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Amoebophrya sp. A120,2202890.0,,,,,,,,,,,,,,2.3809523809523808e-06,4.848484848484849e-06
Kofleriaceae bacterium,2212474.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Nesterenkonia muleiensis,2282648.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Shewanella litoralis,2282700.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Rhodobacter sediminicola,2584941.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Undibacterium baiyunense,2828731.0,,,,,,,,,,,,,,2.3809523809523808e-06,
Leptospira interrogans,173.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Rhizobium leguminosarum,384.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Klebsiella oxytoca,571.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Prochlorococcus marinus,1219.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Streptococcus agalactiae,1311.0,,,,,,,,,,,,,,1.9047619047619047e-06,6.060606060606061e-07
Phytophthora cinnamomi,4785.0,,,,,,,,,,,,,,1.9047619047619047e-06,6.060606060606061e-07
Schizosaccharomyces pombe,4896.0,,,,,,,,,,,,,,1.9047619047619047e-06,4.242424242424242e-06
Schizosaccharomyces japonicus,4897.0,,,,,,,,,,,,,,1.9047619047619047e-06,2.121212121212121e-06
Pseudomonas tolaasii,29442.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Spirilliplanes yamanashiensis,42233.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Trichomonascus ciferrii,44093.0,,,,,,,,,,,,,,1.9047619047619047e-06,2.7272727272727272e-06
Panus rudis,48022.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Botryosphaeria dothidea,55169.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Linnemannia schmuckeri,64567.0,,,,,,,,,,,,,,1.9047619047619047e-06,3.0303030303030305e-07
Lobosporangium transversale,64571.0,,,,,,,,,,,,,,1.9047619047619047e-06,9.09090909090909e-07
Oidiodendron maius,78148.0,,,,,,,,,,,,,,1.9047619047619047e-06,6.060606060606061e-07
Cryptosporidium felis,83540.0,,,,,,,,,,,,,,1.9047619047619047e-06,1.2121212121212122e-06
Synechococcus sp. PCC 7335,91464.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Hermanssonia centrifuga,98765.0,,,,,,,,,,,,,,1.9047619047619047e-06,6.060606060606061e-07
Batrachochytrium dendrobatidis,109871.0,,,,,,,,,,,,,,1.9047619047619047e-06,7.575757575757576e-06
Chalara longipes,112123.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Brucella pinnipedialis,120576.0,,,,,,,,,,,,,,1.9047619047619047e-06,
Phytophthora rubi,129364.0,,,,,,,,,,,,,,1.9047619047619047e-06,1.3333333333333333e-05
