superkingdom,kingdom,phylum,class,order,family,genus,species,tax_id
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,Aporophyla lueneburgensis,1337163
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Ancylostoma,Ancylostoma duodenale,51022
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,,marine gamma proteobacterium HTCC2143,247633
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron delavayi,321363
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Actinidia rufa,165716
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius,Enterobius vermicularis,51028
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,Meliosma myriantha,1034070
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles aquasalis,42839
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Heterodera,Heterodera glycines,51029
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Aquifoliales,Helwingiaceae,Helwingia,Helwingia himalaica,1902425
Bacteria,Bacillati,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides sp. ES-S-0010-02,2770776
Bacteria,Bacillati,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides sp. ES-S-0173-01,2770786
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum lycianthoides,362342
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Causonis,Causonis clematidea,149351
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium,83816
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Causonis,Causonis japonica,149353
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Apocissus,Apocissus antarctica,149359
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Icacinales,Icacinaceae,Hosiea,Hosiea japonica,1705840
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,,Endozoicomonadaceae bacterium,2590577
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus betulifolia,436086
Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,Porites lutea,51062
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Syritta pipiens,34682
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,Agriopis marginaria,190331
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas prydzensis,182141
Archaea,Methanobacteriati,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus aeolicus,42879
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia indica,141186
Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces plicatus,1922
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp. BRmetb2,2025350
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,Melampyrum,Melampyrum roseum,321415
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis berlandieri,2983818
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Ptilagrostis,Ptilagrostis dichotoma,665487
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans,51089
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron vialii,182163
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Peribatodes,Peribatodes rhomboidaria,190356
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya sp. Bg11-27,2058135
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,Orobanche,Orobanche rapum-genistae,223129
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Timandra,Timandra comae,190366
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,Trachymyrmex septentrionalis,34720
Bacteria,Bacillati,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Thermoanaerobacterium sp. RBIITD,1550240
Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Agapetus,Agapetus fuscipes,1271715
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Lampyridae,Lamprigera,Lamprigera yunnana,370605
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Poliothyrsis,Poliothyrsis sinensis,124846
Eukaryota,Metazoa,Platyhelminthes,Trematoda,Plagiorchiida,Troglotrematidae,Paragonimus,Paragonimus kellicotti,100269
Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus hordei,468911
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Uranotaenia,Uranotaenia lowii,190385
Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus auricula,1271728
Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus marmoratus,1271730
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,Heliconius melpomene,34740
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus euphratica,75702
Archaea,Thermoproteati,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus sp. SW,2508726
Eukaryota,Metazoa,Arthropoda,Insecta,Trichoptera,Limnephilidae,Glyphotaelius,Glyphotaelius pellucidus,1271742
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Boehmeria,Boehmeria nivea,83906
Bacteria,Bacillati,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura cremea,1991
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. 3J6,649161
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Adelgidae,Adelges,Adelges cooleyi,133065
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia amplana,1869771
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Mucuna,Mucuna pruriens,157652
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Omphaloscelis,Omphaloscelis lunosa,2492375
Eukaryota,Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena haemorrhoa,444401
Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei,157687
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Tetrastigma,Tetrastigma diepenhorstii,485369
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia fraterna,542725
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Tricalysia,Tricalysia congesta,1665030
Eukaryota,,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sojae,67593
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Vallea,Vallea stipularis,124941
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus bourgensis,83986
Bacteria,,,Candidatus Babeliae,Candidatus Babeliales,,,Candidatus Babeliales bacterium,2803731
Bacteria,,Candidatus Absconditibacteriota,,,,,candidate division SR1 bacterium RAAC1_SR1_1,1394709
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,Chelonus,Chelonus insularis,460826
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia pyxidiacea,542748
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Arbutus,Arbutus unedo,84005
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Vanilla,Vanilla planifolia,51239
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans regia,51240
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Homalium,Homalium paniculiflorum,2664490
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,Maniola hyperantus,2795564
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum glutinosum,329774
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Siraitia,Siraitia grosvenorii,190515
Bacteria,Bacillati,Mycoplasmatota,,Mycoplasmoidales,Metamycoplasmataceae,Mesomycoplasma,Mesomycoplasma hyorhinis,2100
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. 12G3,2058299
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. 78C3,2058300
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Dipoma,Dipoma iberideum,763965
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila innubila,198719
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. Bg11-28,2058305
Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium parakroppenstedtii,2828363
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,Conistra vaccinii,706635
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium oldhamii,190543
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Nekemias,Nekemias megalophylla,125008
Eukaryota,,Ciliophora,Litostomatea,Haptorida,Dimacrocaryonidae,Rimaleptus,Rimaleptus binucleatus,993360
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Osteomeles,Osteomeles anthyllidifolia,133201
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus virginiana,133204
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. S554,2066516
Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,2133
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis pseudoreticulata,231512
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,uncultured Winogradskyella sp.,395353
Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma monobiae,2136
Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Caryophanaceae,Sporosarcina,Sporosarcina sp. PTS2304,2283194
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Cossidae,Eogystia,Eogystia hippophaecolus,1206364
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Cossidae,Streltzoviella,Streltzoviella insularis,1206366
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna radiata,157791
Eukaryota,Metazoa,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,100452
Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma laidlawii,2148
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis shenxiensis,1239142
Eukaryota,,Oomycota,,Peronosporales,Peronosporaceae,Peronospora,Peronospora effusa,542832
Eukaryota,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Leucodontaceae,Antitrichia,Antitrichia curtipendula,100465
Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,Eimeria brunetti,51314
Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,Eimeria necatrix,51315
Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,Eimeria praecox,51316
Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus delemar,936053
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum,2162
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,Ditylenchus destructor,166010
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Agrotis exclamationis,215162
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,2173
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Anarsia,Anarsia innoxiella,2566270
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus,Methanothermus fervidus,2180
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhynchophorus,Rhynchophorus ferrugineus,354439
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Hippoboscidae,Crataerina,Crataerina pallida,452744
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Strongyloididae,Strongyloides,Strongyloides venezuelensis,75913
Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Rhopalosiphum maidis,43146
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Araceae,Monstera,Monstera adansonii,174218
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrita,Epirrita christyi,247947
Archaea,Methanobacteriati,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus thermolithotrophicus,2186
Archaea,Methanobacteriati,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,Methanotorris igneus,2189
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles darlingi,43151
Archaea,Methanobacteriati,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,2190
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis yeshanensis,239761
Archaea,Methanobacteriati,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus vannielii,2187
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Vollenhovia,Vollenhovia emeryi,411798
Eukaryota,Metazoa,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Haliclystus,Haliclystus octoradiatus,313498
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x aurantium,43166
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Epistrophe,Epistrophe eligans,1124511
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,Iris lactea,198816
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,2209
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus kansuensis,329890
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina thermophila,2210
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,2208
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,uncultured Dokdonia sp.,575653
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina acetivorans,2214
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina vacuolata,2215
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp.,2213
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ichneumon,Ichneumon xanthorius,2795680
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Fockea,Fockea edulis,141482
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lactuca virosa,75947
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lactuca saligna,75948
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Aproaerema,Aproaerema taeniolella,2566309
Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma yeatsii,51365
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix soehngenii,2223
Archaea,Methanobacteriati,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus infernus,67760
Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides methylutens,2226
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Lasius niger,67767
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver bracteatum,215227
Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,Phyllotreta striolata,444603
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus alba x Populus x berolinensis,444605
Viruses,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Alphapaprhavirus,Alphapaprhavirus hubei,2844862
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Micropterigidae,Micropterix,Micropterix aruncella,1042620
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Alcis,Alcis repandata,174269
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,,,,methanotrophic bacterial endosymbiont of Bathymodiolus sp.,280772
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Dracaena,Dracaena serrulata,1280203
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes latifasciatus,1124558
Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes luniger,1124559
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga algicola,59600
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis x labruscana,2599121
Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Fusobacterium phage vB_FnuS_FNU4,3041488
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane leautieri,1870035
Archaea,Methanobacteriati,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,2261
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus racemosa,100569
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Psychidae,Luffia,Luffia ferchaultella,1870047
Eukaryota,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Echinothamnion,Echinothamnion sp.,2509025
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Hesperis,Hesperis matronalis,264418
Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio genomosp. F6,723172
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Manihot cecropiifolia,510185
Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Heterotrigona,Heterotrigona itama,395501
Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus shibatae,2286
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Biscutella,Biscutella vincentina,264432
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus,Thymelicus sylvestris,272628
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. MED134,313590
Archaea,Methanobacteriati,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,2303
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sesiidae,Synanthedon,Synanthedon tipuliformis,301680
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Heliothis,Heliothis peltigera,542982
Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,2317
Eukaryota,,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Sarcocystis,Sarcocystis sp.,59669
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Kengyilia,Kengyilia kokonorica,125208
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Senna,Senna tora,362788
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis lyrata,59689
Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,43305
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis mustangensis,756011
Bacteria,Pseudomonadati,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema peruense,2787628
Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Cynomoriaceae,Cynomorium,Cynomorium coccineum,51503
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ochropleura,Ochropleura leucogaster,1870131
Eukaryota,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,35128
Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,Schrankia,Schrankia costaestrigalis,411963
Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Abyssalbus,Abyssalbus ytuae,2926907
